ID,Project,File Upload Id,Mark,Quantity,Area,Location,Door Ref,Door Size,Door Width,Door Height,Door Thickness,Door Material,Fire Rating,Frame Ref,Frame Size,Frame Width,Frame Height,Frame Throat,Hardware Ref,Remarks,Extra,Hardware Sets,Sync to Openings
2860,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-01 19:19""",203,,KING,,,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,20-min.,,,,,,1,,ID: D-05; MATERIAL: SC WOOD,,
2861,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-01 19:19""",204,,KING,,,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,,,,,,,2,,ID: D-04; MATERIAL: SC WOOD,,
2862,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-01 19:19""",204,,KING,,,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,20-min.,,,,,,1,,ID: D-05; MATERIAL: SC WOOD,,
2863,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-01 19:19""",205,,DBL QUEEN,,,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,,,,,,,2,,ID: D-04; MATERIAL: SC WOOD,,
2864,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-01 19:19""",205,,DBL QUEEN,,,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,20-min.,,,,,,1,,ID: D-05; MATERIAL: SC WOOD,,
2865,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-01 19:19""",206,,DBL QUEEN,,,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,,,,,,,2,,ID: D-04; MATERIAL: SC WOOD,,
2866,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-01 19:19""",206,,DBL QUEEN,,,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,20-min.,,,,,,1,,ID: D-05; MATERIAL: SC WOOD,,
2867,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-01 19:19""",207,,DBL QUEEN,,,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,,,,,,,2,,ID: D-04; MATERIAL: SC WOOD,,
2868,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-01 19:19""",207,,DBL QUEEN,,,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,20-min.,,,,,,1,,ID: D-05; MATERIAL: SC WOOD,,
2869,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-01 19:19""",208,,DBL QUEEN,,,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,,,,,,,2,,ID: D-04; MATERIAL: SC WOOD,,
2870,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-01 19:19""",208,,DBL QUEEN,,,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,20-min.,,,,,,1,,ID: D-05; MATERIAL: SC WOOD,,
2871,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-01 19:19""",209,,DBL QUEEN,,,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,,,,,,,2,,ID: D-04; MATERIAL: SC WOOD,,
2872,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-01 19:19""",209,,DBL QUEEN,,,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,60-min.,,,,,,3,,ID: D-05; MATERIAL: SC WOOD,,
2873,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-01 19:19""",209,,DBL QUEEN,,,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,20-min.,,,,,,1,,ID: D-05; MATERIAL: SC WOOD,,
2874,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-01 19:19""",210,,DBL QUEEN,,,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,,,,,,,2,,ID: D-04; MATERIAL: SC WOOD,,
2875,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-01 19:19""",210,,DBL QUEEN,,,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,20-min.,,,,,,1,,ID: D-05; MATERIAL: SC WOOD,,
2876,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-01 19:19""",211,,KING,,,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,,,,,,,2,,ID: D-04; MATERIAL: SC WOOD,,
2877,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-01 19:19""",211,,KING,,,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,20-min.,,,,,,1,,ID: D-05; MATERIAL: SC WOOD,,
2878,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-01 19:19""",212,,KING,,,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,,,,,,,2,,ID: D-04; MATERIAL: SC WOOD,,
2879,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-01 19:19""",212,,KING,,,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,20-min.,,,,,,1,,ID: D-05; MATERIAL: SC WOOD,,
2880,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-01 19:19""",213,,KING,,,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,,,,,,,2,,ID: D-04; MATERIAL: SC WOOD,,
2881,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-01 19:19""",213,,KING,,,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,20-min.,,,,,,1,,ID: D-05; MATERIAL: SC WOOD,,
2882,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-01 19:19""",214,,KING,,,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,,,,,,,2,,ID: D-04; MATERIAL: SC WOOD,,
2883,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-01 19:19""",214,,KING,,,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,20-min.,,,,,,1,,ID: D-05; MATERIAL: SC WOOD,,
2884,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-01 19:19""",215,,KING,,,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,,,,,,,2,,ID: D-04; MATERIAL: SC WOOD,,
2885,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-01 19:19""",215,,KING,,,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,20-min.,,,,,,1,,ID: D-05; MATERIAL: SC WOOD,,
2886,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-01 19:19""",216,,KING,,,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,,,,,,,2,,ID: D-04; MATERIAL: SC WOOD,,
2887,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-01 19:19""",216,,KING,,,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,20-min.,,,,,,1,,ID: D-05; MATERIAL: SC WOOD,,
2888,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-01 19:19""",217,,DBL QUEEN,,,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,,,,,,,2,,ID: D-04; MATERIAL: SC WOOD,,
2889,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-01 19:19""",217,,DBL QUEEN,,,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,60-min.,,,,,,3,,ID: D-05; MATERIAL: SC WOOD,,
2890,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-01 19:19""",217,,DBL QUEEN,,,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,20-min.,,,,,,1,,ID: D-05; MATERIAL: SC WOOD,,
2891,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-01 19:19""",218,,ACC PREM KING,,,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,,,,,,,2,,ID: D-04; MATERIAL: SC WOOD,,
2892,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-01 19:19""",218,,ACC PREM KING,,,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,20-min.,,,,,,1,,ID: D-05; MATERIAL: SC WOOD,,
2893,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-01 19:19""",219,,ACC KING,,,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,,,,,,,2,,ID: D-04; MATERIAL: SC WOOD,,
2894,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-01 19:19""",219,,ACC KING,,,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,20-min.,,,,,,1,,ID: D-05; MATERIAL: SC WOOD,,
2895,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-01 19:19""",220A,,ELEV LOBBY,,,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,,,,,,,29,,ID: D-05; MATERIAL: SC WOOD,,
2896,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-01 19:19""",220B,,ICE,,,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,,,,,,,29,,ID: D-16; MATERIAL: SC WOOD,,
2897,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-01 19:19""",221,,DBL QUEEN,,,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,,,,,,,2,,ID: D-04; MATERIAL: SC WOOD,,
2898,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-01 19:19""",221,,DBL QUEEN,,,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,20-min.,,,,,,1,,ID: D-05; MATERIAL: SC WOOD,,
2899,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-01 19:19""",222C,,ELEC,,,"2'-8"" x 7'-0""","2'-8""","7'-0""","1 3/4""",,20-min.,,,,,,29,,ID: D-03; MATERIAL: SC WOOD,,
2900,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-01 19:19""",223,,DBL QUEEN,,,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,,,,,,,2,,ID: D-04; MATERIAL: SC WOOD,,
2901,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-01 19:19""",223,,DBL QUEEN,,,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,20-min.,,,,,,1,,ID: D-05; MATERIAL: SC WOOD,,
2902,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-01 19:19""",224,,KING,,,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,,,,,,,2,,ID: D-04; MATERIAL: SC WOOD,,
2903,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-01 19:19""",224,,KING,,,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,20-min.,,,,,,1,,ID: D-05; MATERIAL: SC WOOD,,
2904,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-01 19:19""",225,,KING,,,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,,,,,,,2,,ID: D-04; MATERIAL: SC WOOD,,
2905,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-01 19:19""",225,,KING,,,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,20-min.,,,,,,1,,ID: D-05; MATERIAL: SC WOOD,,
2906,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-01 19:19""",226,,KING,,,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,,,,,,,2,,ID: D-04; MATERIAL: SC WOOD,,
2907,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-01 19:19""",226,,KING,,,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,20-min.,,,,,,1,,ID: D-05; MATERIAL: SC WOOD,,
2908,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-01 19:19""",227,,KING,,,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,,,,,,,2,,ID: D-04; MATERIAL: SC WOOD,,
2909,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-01 19:19""",227,,KING,,,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,20-min.,,,,,,1,,ID: D-05; MATERIAL: SC WOOD,,
2910,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-01 19:19""",228,,PREM KING,,,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,,,,,,,2,,ID: D-04; MATERIAL: SC WOOD,,
2911,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-01 19:19""",228,,PREM KING,,,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,20-min.,,,,,,1,,ID: D-05; MATERIAL: SC WOOD,,
2912,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-01 19:19""",229,,DBL QUEEN,,,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,,,,,,,2,,ID: D-04; MATERIAL: SC WOOD,,
2913,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-01 19:19""",229,,DBL QUEEN,,,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,60-min.,,,,,,3,,ID: D-05; MATERIAL: SC WOOD,,
2914,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-01 19:19""",229,,DBL QUEEN,,,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,20-min.,,,,,,1,,ID: D-05; MATERIAL: SC WOOD,,
2915,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-01 19:19""",230,,PREM KING,,,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,,,,,,,2,,ID: D-04; MATERIAL: SC WOOD,,
2916,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-01 19:19""",230,,PREM KING,,,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,20-min.,,,,,,1,,ID: D-05; MATERIAL: SC WOOD,,
2917,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-01 19:19""",231,,PREM KING,,,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,,,,,,,2,,ID: D-04; MATERIAL: SC WOOD,,
2918,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-01 19:19""",231,,PREM KING,,,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,20-min.,,,,,,1,,ID: D-05; MATERIAL: SC WOOD,,
2919,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-01 19:19""",232,,DBL QUEEN,,,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,,,,,,,2,,ID: D-04; MATERIAL: SC WOOD,,
2920,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-01 19:19""",232,,DBL QUEEN,,,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,20-min.,,,,,,1,,ID: D-05; MATERIAL: SC WOOD,,
2921,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-01 19:19""",233,,KING,,,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,,,,,,,2,,ID: D-04; MATERIAL: SC WOOD,,
2922,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-01 19:19""",233,,KING,,,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,20-min.,,,,,,1,,ID: D-05; MATERIAL: SC WOOD,,
2923,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-01 19:19""",235,,STORAGE,,,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,20-min.,,,,,,29,,ID: D-05; MATERIAL: SC WOOD,,
2924,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-01 19:19""",236,,CORRIDOR,,,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,90-min.,,,,,,5,,ID: D-05; MATERIAL: SC WOOD,,
2925,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-01 19:19""",236,,CORRIDOR,,,"6'-0"" x 7'-0""","6'-0""","7'-0""","1 3/4""",,45-min.,,,,,,30,,ID: D-06; MATERIAL: SC WOOD,,
2926,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-01 19:19""",301,,STORAGE,,,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,20-min.,,,,,,29,,ID: D-05; MATERIAL: SC WOOD,,
2927,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-01 19:19""",302,,KING,,,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,,,,,,,2,,ID: D-04; MATERIAL: SC WOOD,,
2928,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-01 19:19""",302,,KING,,,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,20-min.,,,,,,1,,ID: D-05; MATERIAL: SC WOOD,,
2929,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-01 19:19""",303,,KING,,,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,,,,,,,2,,ID: D-04; MATERIAL: SC WOOD,,
2930,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-01 19:19""",303,,KING,,,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,20-min.,,,,,,1,,ID: D-05; MATERIAL: SC WOOD,,
2931,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-01 19:19""",304,,KING,,,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,,,,,,,2,,ID: D-04; MATERIAL: SC WOOD,,
2932,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-01 19:19""",304,,KING,,,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,20-min.,,,,,,1,,ID: D-05; MATERIAL: SC WOOD,,
2933,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-01 19:19""",305,,DBL QUEEN,,,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,,,,,,,2,,ID: D-04; MATERIAL: SC WOOD,,
2934,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-01 19:19""",305,,DBL QUEEN,,,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,20-min.,,,,,,1,,ID: D-05; MATERIAL: SC WOOD,,
2935,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-01 19:19""",306,,DBL QUEEN,,,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,,,,,,,2,,ID: D-04; MATERIAL: SC WOOD,,
2936,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-01 19:19""",306,,DBL QUEEN,,,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,20-min.,,,,,,1,,ID: D-05; MATERIAL: SC WOOD,,
2937,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-01 19:19""",307,,DBL QUEEN,,,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,,,,,,,2,,ID: D-04; MATERIAL: SC WOOD,,
2938,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-01 19:19""",307,,DBL QUEEN,,,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,20-min.,,,,,,1,,ID: D-05; MATERIAL: SC WOOD,,
2939,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-01 19:19""",308,,DBL QUEEN,,,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,,,,,,,2,,ID: D-04; MATERIAL: SC WOOD,,
2940,hello_,hello_ 2025-06-30 17:29,101,,LOBBY,,J,"9'-8 1/4"" x 8'-0""","9'-8 1/4""","8'-0""","1 3/4""",,,3,,,,,,,NO. OF PANELS: 2; PANEL MATERIAL: ALUM; PANEL FINISH: ANOD; PANEL GLASS: CT/G; FRAME MATERIAL: ALUM; FRAME FINISH: ANOD PER MFR.; HEAD: 1A/8A.4; JAMB LEFT: 1B/8A.4; SILL: 1F/AB.3; COMMENTS: PROVIDE INTERCOM WITH CARD READER AND LOCKING/UNLOCKING CAPABILITY AT RECEPTION DESK.; CARD READER: ■; PANIC HARDWARE: ■,,
2941,hello_,hello_ 2025-06-30 17:29,106,,BAR LOUNGE,,J,"3'-0"" x 8'-3""","3'-0""","8'-3""","1 3/4""",,,3,,,,,,,NO. OF PANELS: 1; PANEL MATERIAL: ALUM; PANEL FINISH: ANOD; PANEL GLASS: CT/G; FRAME MATERIAL: ALUM; FRAME FINISH: ANOD; CARD READER: ■,,
2942,hello_,hello_ 2025-06-30 17:29,107,,PATIO,,J,"3'-0"" x 8'-3""","3'-0""","8'-3""","1 3/4""",,,3,,,,,3A/8A.4,,NO. OF PANELS: 1; PANEL MATERIAL: ALUM; PANEL FINISH: ANOD; PANEL GLASS: CT/G; FRAME MATERIAL: ALUM; FRAME FINISH: ANOD; HEAD: 3A/8A.4; JAMB LEFT: 3A/8A.4; SILL: 1F/AB.3; CARD READER: ■; PANIC HARDWARE: ■,,
2943,hello_,hello_ 2025-06-30 17:29,108A-1,,EXIT,,E,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,,1,,,,,3A/8A.4,,NO. OF PANELS: 2; PANEL MATERIAL: WD; PANEL FINISH: WD VENEER; FRAME MATERIAL: HM; FRAME FINISH: PT-00; HEAD: 3A/8A.4; JAMB LEFT: 3A/8A.4; PANIC HARDWARE: ■,,
2944,hello_,hello_ 2025-06-30 17:29,108B-1,,CIRCULATION,,E,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,,1,,,,,,,NO. OF PANELS: 1; PANEL MATERIAL: WD; PANEL FINISH: WD VENEER; FRAME MATERIAL: HM; FRAME FINISH: PT-00,,
2945,hello_,hello_ 2025-06-30 17:29,108C,,MEETING ROOM,,J,"3'-0"" x 8'-3""","3'-0""","8'-3""","1 3/4""",,,3,,,,,,,NO. OF PANELS: 1; PANEL MATERIAL: ALUM; PANEL FINISH: ANOD; FRAME MATERIAL: ALUM; FRAME FINISH: ANOD,,
2946,hello_,hello_ 2025-06-30 17:29,109,,CIRCULATION,,E,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,,1,,,,,3A/8A.4,,NO. OF PANELS: 1; PANEL MATERIAL: WD; PANEL FINISH: WD VENEER; FRAME MATERIAL: HM; FRAME FINISH: PT-00; HEAD: 3A/8A.4; JAMB LEFT: 3A/8A.4; SILL: 1F/AB.3; COMMENTS: STORAGE ROOM LOCKSET,,
2947,hello_,hello_ 2025-06-30 17:29,110,,CIRCULATION,,E,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,,1,,,,,3A/8A.4,,"NO. OF PANELS: 1; PANEL MATERIAL: WD; PANEL FINISH: WD VENEER; FRAME MATERIAL: HM; FRAME FINISH: PT-00; HEAD: 3A/8A.4; JAMB LEFT: 3A/8A.4; COMMENTS: RAYDOOR, AT BUFFET",,
2948,hello_,hello_ 2025-06-30 17:29,111A,,EXIT CORRIDOR,,F,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,90-min.,1,,,,,3A/8A.4,,NO. OF PANELS: 1; PANEL MATERIAL: HM; PANEL FINISH: PT-00; FRAME MATERIAL: HM; FRAME FINISH: PT-00; HEAD: 3A/8A.4; JAMB LEFT: 3A/8A.4; SILL: 1F/AB.3,,
2949,hello_,hello_ 2025-06-30 17:29,111B,,BREAKFAST,,E,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,,1,,,,,3A/8A.4,,NO. OF PANELS: 2; PANEL MATERIAL: WD; PANEL FINISH: WD VENEER; FRAME MATERIAL: HM; FRAME FINISH: PT-00; HEAD: 3A/8A.4; JAMB LEFT: 3A/8A.4; SILL: 1F/AB.3,,
2950,hello_,hello_ 2025-06-30 17:29,111C,,JAN,,E,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,,1,,,,,3A/8A.4,,NO. OF PANELS: 1; PANEL MATERIAL: WD; PANEL FINISH: WD VENEER; FRAME MATERIAL: HM; FRAME FINISH: PT-00; HEAD: 3A/8A.4; JAMB LEFT: 3A/8A.4; SILL: 1F/AB.3; COMMENTS: BATHROOM LOCKSET WITH OCCUPIED / UNOCCUPIED INDICATORS,,
2951,hello_,hello_ 2025-06-30 17:29,115A,,RR - UNISEX,,E,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,,1,,,,,,,NO. OF PANELS: 1; PANEL MATERIAL: WD; PANEL FINISH: WD VENEER; FRAME MATERIAL: HM; FRAME FINISH: PT-00,,
2952,hello_,hello_ 2025-06-30 17:29,115B,,RR - UNISEX,,E,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,,1,,,,,3A/8A.4,,NO. OF PANELS: 1; PANEL MATERIAL: WD; PANEL FINISH: WD VENEER; FRAME MATERIAL: HM; FRAME FINISH: PT-00; HEAD: 3A/8A.4; JAMB LEFT: 3A/8A.4; SILL: 1F/AB.3; COMMENTS: BATHROOM LOCKSET WITH OCCUPIED / UNOCCUPIED INDICATORS,,
2953,hello_,hello_ 2025-06-30 17:29,115D,,REPAIR ROOM,,E,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,45-min.,1,,,,,3A/8A.4,,NO. OF PANELS: 1; PANEL MATERIAL: WD; PANEL FINISH: WD VENEER; FRAME MATERIAL: HM; FRAME FINISH: PT-00; HEAD: 3A/8A.4; JAMB LEFT: 3A/8A.4; SILL: 1F/AB.3,,
2954,hello_,hello_ 2025-06-30 17:29,117,,MEN'S RESTROOM,,E,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,,1,,,,,3A/8A.4,,"NO. OF PANELS: 1; PANEL MATERIAL: WD; PANEL FINISH: WD VENEER; FRAME MATERIAL: HM; FRAME FINISH: PT-00; HEAD: 3A/8A.4; JAMB LEFT: 3A/8A.4; SILL: 1F/AB.3; COMMENTS: PUSH / PULL ONLY, NO LOCK OR LATCH",,
2955,hello_,hello_ 2025-06-30 17:29,118,,WOMEN'S RESTROOM,,E,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,,1,,,,,3A/8A.4,,"NO. OF PANELS: 1; PANEL MATERIAL: WD; PANEL FINISH: WD VENEER; FRAME MATERIAL: HM; FRAME FINISH: PT-00; HEAD: 3A/8A.4; JAMB LEFT: 3A/8A.4; SILL: 1F/AB.3; COMMENTS: PUSH / PULL ONLY, NO LOCK OR LATCH",,
2956,hello_,hello_ 2025-06-30 17:29,120,,ADMIN WORK AREA,,E,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,,1,,,,,3A/8A.4,,NO. OF PANELS: 1; PANEL MATERIAL: HM; PANEL FINISH: PT-00; FRAME MATERIAL: HM; FRAME FINISH: PT-00; HEAD: 3A/8A.4; JAMB LEFT: 3A/8A.4; SILL: 1F/AB.3; CARD READER: ■,,
2957,hello_,hello_ 2025-06-30 17:29,121,,GM OFFICE,,E,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,,1,,,,,3A/8A.4,,NO. OF PANELS: 1; PANEL MATERIAL: HM; PANEL FINISH: PT-00; FRAME MATERIAL: HM; FRAME FINISH: PT-00; HEAD: 3A/8A.4; JAMB LEFT: 3A/8A.4; SILL: 1F/AB.3; COMMENTS: OFFICE LOCKSET,,
2958,hello_,hello_ 2025-06-30 17:29,122,,SALES OFFICE,,E,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,,1,,,,,3A/8A.4,,NO. OF PANELS: 1; PANEL MATERIAL: HM; PANEL FINISH: PT-00; FRAME MATERIAL: HM; FRAME FINISH: PT-00; HEAD: 3A/8A.4; JAMB LEFT: 3A/8A.4; SILL: 1F/AB.3; COMMENTS: OFFICE LOCKSET,,
